index,title,author,genre,rating,review,annotations,Final Annotation,Preliminary Agreement
3E6L1VR4Y7QKFW1YRCD1Q9JTSLZF68,The Cyberiad,Stanisław Lem,Science,4.0,"I have to give this book an award for Best Chapter Title:""The Fourth Sally, or How Trurl Built a Femfatalatron to Save Prince Pantagoon from the Pangs of Love, and How Later He Resorted to a Cannonade of Babies.""While the chapter on dragons is by far my favorite sally, mostly for the beginning theoretical explanations of how dragons cannot exist, except by bizarre partial probability equations. Ingenious.As for Sally 1A, isn't it a bit bizarre that a robot builds the ultimate poetry machine, and that all the other robot poets are shamed by it? Considering it says, rather specifically, that machines cannot write verse (in that they have no soul, I believe it was--this was rather a lot of sallies ago)? Which is an interesting discussion point on the difference between robot and machine.Overall, a masterpiece of science, mathematics, imagination, philosophy, theology, satire, robotkind, and humankind. An epic of the future, if Odysseus were a robot.","Counter({'enthusiastic': 2, 'disappointed': 1, 'annoyed': 1, 'content': 1})",enthusiastic,0.25
307L9TDWK9WX65RX6YYGRBGIKLJN3H,Normal People,Sally Rooney,Fiction,5.0,"Started reading at 11pm while on an evening shift at work. Drove home at midnight, arrived at 00:40. Got into bed and kept reading, finished at 04:15. I’m kicking myself for ruining the next day but do I regret it? Absolutely not. ","Counter({'annoyed': 2, 'content': 1, 'love': 1})",annoyed,0.3333333333333333
3IZVJEBJ7LOQKDSYSO78T1ZB4QTZ6G,Normal People,Sally Rooney,Fiction,2.0,"What?! The.... what?! :grimacing_face::grimacing_face::grimacing_face::grimacing_face: This book has been very publicized with the new Hulu adaptation and all. I for one, was looking forward to reading this one. Along with everyone else (judging by how long I waited in the library queue:pouting_face:). Sadly, it didn’t live up to the hype for me. :frowning_face:These characters were not likable. They both have clear issues, but I’ve read plenty of books where the characters are flawed but you still root for them in the end. And don’t even get me started on the ending. :face_with_rolling_eyes:","Counter({'annoyed': 2, 'bored': 1})",annoyed,0.5
3OWZNK3RZWTLGDFNZZWXMW3KM3CU25,King of Battle and Blood,Scarlett  St. Clair,Fantasy,3.0,"2.5 starsThis book was so disappointing. It was like it used all of the popular fantasy components and couldn't make a plot out of it. The heroine has to marry this vampire king and is told to kill him. But she can't. They hate each other, but they have an insta-love relationship and there are so many things that start and are never fleshed out. The hunting? What was that??? There was no point whatsoever. It just happens to add some steam and more pages to the book. The plot really doesn't start moving until the last 50 pages when all of the action actually happens. Then all of these secrets are revealed and that's it. I felt no real connection to the characters and their romance, probably because they spent a majority of the book just sleeping together and not really having a serious connection. All of the characters felt very surface level and I didn't really connect with any of them. This had so much potential but didn't actually flesh out in execution. ","Counter({'disappointed': 2, 'content': 2})",disappointed,0.3333333333333333
3P0I4CQYW9BCFOTXHX9VBXRK8OJOW4,The Cyberiad,Stanisław Lem,Science,5.0,"Have you ever wanted to hug a book and kiss its cover, reserve a special place on your bookshelf so you can look forward to reading it again? This is a unique book. It's funny and smart philosophical science fiction, which isn't for everyone, but if you fall into that demographic, it's the archetype. I've had it on my 'to read' list for a long time, but bumped it up after listening to a podcast interview with David X. Cohen of Futurama. He didn't say explicitly it was an inspiration, but I noticed a certain flavor to the stories reminiscent of the show. It even has a character named Calculon. I couldn't help but picture the HPLDs as Nibbler's race, the bureauocrat as Hermes, Trurl as Prof Farnsworth, several of the constructs as Bender, etc. It's a rare thing for something to be fun and thought-provoking at the same time. Easy, fantastic read, all the more impressive since it was originally written in Polish.","Counter({'enthusiastic': 2, 'bored': 1, 'love': 1})",enthusiastic,0.3333333333333333
3EQPA8A38F028875C71X254GQWDJZ6,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,,Ok. I really didn't READ it all. I couldn't. I just couldn't get past how self centered and whiny this woman was. I just wanted to scream GET OVER YOURSELF! Then I quit reading it and now I feel much better.,"Counter({'disappointed': 2, 'bored': 1, 'annoyed': 1})",disappointed,0.3333333333333333
3HRWUH63R560KKE1KHM968E2YHAN57,Normal People,Sally Rooney,Fiction,4.0,"4,5 :star:this love - taylor swift.","Counter({'content': 2, 'annoyed': 1})",content,0.5
38LRF35D6W0A1VB63ZA2568CSHCU3G,King of Battle and Blood,Scarlett  St. Clair,Fantasy,3.0,this was a welcome relief after all the melancholy and deaths I have been encountering in more than half a dozen books that I read prior to this. Entertaining but nothing new if you have read PNR for a long time.,"Counter({'bored': 2, 'annoyed': 1})",bored,0.5
3X878VYTJPM3JWF3AMITWNJPNWJF77,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,1.0,"I just kept thinking wahhhhhh the whole time. Poor woman wants out of her marriage so she leaves.... wahhhh. Poor woman is depressed so she whines wahhhhh. Life is so unfair for the poor woman wahhhh.Please, poor woman is completely lost so what does she do? Why she takes a year off and travels to Italy, India & Indonesia to try and find herself. I wish I could say that this was fiction but it isn't. She's lost! Join the club but at least you have the money and the lack of responsibility to travel for an entire year and not have to worry about family, money and I don't know life in general. She finds herself by traveling to three parts of the world - Italy to find her body, India to find her spirit and Indonesia to find a balance between the two. OK, that part I get but I just had a real difficult time finding sympathy for a woman who is able to do all of that and still find time to whine about how hard life is for her. And guess what there's going to be a sequel - she remarrying so you know soon she will be divorcing and traveling to New Zealand, Prague and the South Pole to enlighten herself even more.Added to add - great now it's a movie. Soon they will make The Secret into a movie and we can all call it a day. ","Counter({'annoyed': 2, 'enthusiastic': 1})",annoyed,0.5
37ZQELHERB2YSRZ7CG3VNAPOKC0MNW,King of Battle and Blood,Scarlett  St. Clair,Fantasy,4.0,[It had good plot and good smut (hide spoiler)],"Counter({'annoyed': 2, 'enthusiastic': 1, 'confused': 1})",annoyed,0.3333333333333333
3FO95NVK6N4M5K44PKGY83T4DY7RS1,The Book of Cold Cases,Simone St. James,Mystery,,Yes!!!! just take my money!!!!(pre-ordered. I'm so excited to read it!),"Counter({'annoyed': 2, 'enthusiastic': 1})",annoyed,0.5
3VI0PC2ZB9OR4OYNR25HDG5RHQPOXX,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,1.0,"I don't think I've ever disliked an author more than Elizabeth Gilbert. Gilbert has the emotional maturity of an insecure teenage girl. In Eat Pray Love, she comes off as completely self centered. We all have been stressed at particular moments in our lives. But no one more so than Elizabeth Gilbert. She got to leave reality for a while. After she ate, and prayed, she met some amazing guy who she ""fell"" in love with, then, she got a book deal. But wait, it gets even better ~~ she got to meet Oprah! Her life was complete. But wait, it wasn't. Gilbert is ""suddenly"" gay and publicly comes out, proclaiming her love for her best friend who just happens to be dying from pancreatic cancer. This has all the makings of another best seller -- we can hear about Jose/Felipe being a bad guy and the emotional abuse he heaped on her and how she came to be an angel to Rayya Elias and stood by her side valiantly until the end, and the now unbreakable bond they have in life and death. No thanks Elizabeth. We've all grown tired of your need for attention. Do the publishing world a favor. See a good shrink, grow up and stop playing the victim.","Counter({'content': 2, 'enthusiastic': 1, 'disappointed': 1})",content,0.3333333333333333
3RIHDBQ1OP26IVDW9I8IIQSSY0RHMI,King of Battle and Blood,Scarlett  St. Clair,Fantasy,1.0,Stab me in the eyeballs,"Counter({'content': 2, 'confused': 1})",content,0.5
3D0LPO3EBM3G4TOXWYRJWUC0JWJOY3,The Cyberiad,Stanisław Lem,Science,4.0,"I want to start off by saying that I rarely enjoy reading short fiction. I find it hard to commit or give a damn and I just want to get it all over with...like most people would feel about a common household chore. So many are nothing more than whispers of plots involving under-developed, overly-melodramatic characters that will be left behind after 20 pages, so why bother. Others seem to serve as nothing more than an author's literary masturbation (trademarked, not to be used without written permission of Spacewanderer, Inc., 2012), snapshots of the human condition framed in tiny little shadowboxes that, hopefully, were more rewarding for the author to write than they are for me to read. The fact of the matter is, the short story is fundamentally flawed and, as such, extremely difficult to write well. Not that there aren't good short stories and talented short story writers out there. It's just that there are so few. And even fewer entire collections of stories.I found ""The Cyberiad"" to be one of those rare examples. I actually cared about the two main characters, partly because they are likable, and partly because they are resident in each of the stories, so you get to know them. But, more importantly, stuff actually happens. Stories have conflict AND resolution. What a concept! As far as I'm concerned, this book should be required reading in every MFA writer's program in the United States.","Counter({'enthusiastic': 2, 'love': 1})",enthusiastic,0.5
3JVP4ZJHE0W9BCH9QV35K5MUVA5I01,The Book of Cold Cases,Simone St. James,Mystery,4.0,"Beth Greer was the perfect serial killer suspect in 1977: a young, beautiful heiress with family tragedy that added to her eccentricities has the media dubbing her ""The Lady Killer"". She was eventually acquitted of the seemingly random roadside murders of two local men and has lived in insolation in her family’s mansion in Claire Lake, Oregon ever since.In 2017, receptionist Shea Collins runs a true crime blog, an obsession and a type of therapy fueled by her escape for an attempted child abduction. Shea is stunned when the infamous Beth Greer walks in to the medical office where she works. Shea boldly asks Beth for an interview and is surprised when its granted. Beth has never spoken about the events of 1977 before and she may have motive for choosing to talk now — but why has she chosen Shea?As the two women begin to meet at Beth’s mansion, Shea discovers things are not what they appear: supernatural forces could be at work or is it the clever manipulations of a murderer?Ahhhh, the atmosphere is amazing (all the odd cliff side mansion shrouded in mystery vibes!), the past is constantly shifting as readers learn more through past and present chapters, and the touch of supernatural gives this story a thrilling chill!Huge thanks to Berkley and NetGalley for providing me with an ARC in exchange for my honest review. The Book of Cold Cases is scheduled for release on March 15, 2022.For more reviews, visit www.rootsandreads.wordpress.com","Counter({'annoyed': 2, 'enthusiastic': 1})",annoyed,0.5
3ZUE82NE1L57JAKMKRAZANFKYGPF8U,Normal People,Sally Rooney,Fiction,,"There were lines that swept me away, the way the timeline was structured moved the story forward in such a powerful and exceptional way, reading the story felt like the way we tell our lives to ourselves, highlighting the moments we've decided are pivotal, but all together I felt depressed and frustrated with the characters and their repetition and their decisions. But I will definitely try Rooney again!","Counter({'love': 2, 'content': 1, 'confused': 1})",love,0.3333333333333333
3PZDSVZ3KGLIO1A16C3Z1G8OYLFN42,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,5.0,Liz Gilbert is my hero. That is all.,"Counter({'enthusiastic': 2, 'love': 1})",enthusiastic,0.5
3VLL1PIEO1SG9JY2SKT2A1L2PQNOZU,The Cyberiad,Stanisław Lem,Science,5.0,"A very lighthearted allegory about the foibles of enlightened human reason as represented by two peripatetic robots, Trurl and Klapaucius. Lem is at his best with the pseudoscientific wordplay. The translator (Michael Kandel) deserves high praise for unobtrusively maintaining the playful mix of references (scientific, philosophical, cultural, sexual, etc) in this English version.","Counter({'disappointed': 2, 'bored': 1})",disappointed,0.5
3MD8CKRQ0ART6HLE2Q7KG22HHFUJRD,King of Battle and Blood,Scarlett  St. Clair,Fantasy,5.0,"Holy crap. Scarlett knows how to write a book so dang well. The world building in this book was perfect enough that you never felt overwhelmed. Isolde is now one of my favorite bad ass fantasy characters ever. She is tough, smart, loyal, a fighter. Adrian is all kinds of sexy with his sword…the one he uses for battles of course :winking_face: The spice in this book was AMAZING. The mysteries and twists were so well done. And that ending, phenomenal. Perfect cliff hanger that didn’t hurt you, but left you wanting more!","Counter({'love': 2, 'enthusiastic': 1, 'annoyed': 1})",love,0.3333333333333333
341YLJU22T3G7MKN5I7J3TF9S8PI2L,The Book of Cold Cases,Simone St. James,Mystery,5.0,"It was 1977 in Claire Lake, Oregon when the Lady Killer Murders occurred. Two different men were murdered using the same gun and both murders had strange notes left at the scene. Beth Greer was caught running from one of the crime scenes. She was the perfect suspect since she was young, rich, and eccentric. However, she was acquitted in the end and set free. No other suspects were identified.40 years later, Shea Collins, is running a true crime website that specializes in cold cases. She is highly motivated by this work due to her personal experience of being almost abducted as a child. Shea bumps into Beth Greer just by random luck and asks her for an interview. Surprisingly, Beth agrees! Will the truth finally be revealed?This is a fantastic read on so many levels! The creepy factor is off the charts in this latest work by Simone St. James. I loved the descriptions of Beth’s mansion which was a spooky place for sure. The story held my interest perfectly and I ripped through the pages. True Crime, Thriller, and Mystery fans will all find something to like about THE BOOK OF COLD CASES!Many thanks to NetGalley and Berkley Publishing Group for my ARC in exchange for my honest review.This review will be posted to my Instagram Blog (@coffee.break.book.reviews) in the near future.","Counter({'annoyed': 2, 'enthusiastic': 1, 'content': 1})",annoyed,0.3333333333333333
3IWA71V4UTK1FISJR6JNWGJ0WQVX6H,The Cyberiad,Stanisław Lem,Science,5.0,"It starts off as a series of cute and amusing stories featuring ridiculously human robots. But soon, you realize you're reading and thinking, what is happiness?When you progress through the book, stories become longer and more involved.I really like the tension between Trurl and Klapaucius, who are both brilliant constructors and friends, but who compete against each other.","Counter({'content': 2, 'annoyed': 1})",content,0.5
39AYGO6AGQOW3OEFP0WEYES2UCLN6N,Normal People,Sally Rooney,Fiction,1.0,"1.5 ""banal, extraneous, pretentious"" stars !!!2020 Read I was Most Afraid to Dislike Award (not quite hate this year) I will likely piss some people off with this mini-review but WTF was that ? I am really astonished that this has been nominated for so many prizes. The writing was plainer than brown paper, the psychologies were moderately inconsistent and the minutiae were so utterly unnecessary.  This went on and on and on about two insecurely attached teens that try desperately to love and grow. Except except....oh for fuck's sake....I am just glad its done !! Ms. Rooney this could have had a really cool short story or a novella perhaps but I felt like a masochist wanting to finish this and I did...and I am glad it's finito. Please do not write a sequel because you will likely take up nominations that other books shouldhave gotten. No matter how many people urge me to read the sequel I will decline and wish the best for both Connell and Marianne. Off with ya both !! ","Counter({'annoyed': 2, 'content': 1, 'confused': 1})",annoyed,0.3333333333333333
3DTJ4WT8COJUXSLDY6Q65PROLOHEZG,King of Battle and Blood,Scarlett  St. Clair,Fantasy,4.0,"thank you netgalley, sourcebooks, and bloom books for an arc of king of battle and blood in exchange for an honest review! i enjoyed scarlett st. clair’s “a touch of darkness” series and was super excited to dive into this one.this book was much better than i expected it to be! i loved the premise and the different elements included - vampires, witches, arranged marriage, romance, with a unique world that made it hard for me to put down. i think this book is better than her hades x persephone series personally, but one of my complaints would be that i wish that there was more world-building, but i’m sure that will come in the later books.i enjoyed the characters in this one a lot and found isolde to be an excellent main character. her relationship with adrian was super fun to read about and i personally loved the plot twist at the end, even though it’s super controversial haha.this book is definitely an adult book and focuses more on romance than fantasy in my opinion, so keep that in mind when deciding whether or not to read it! however, it was a good read and i’m giving it 3.75 stars. i’ll definitely be reading the next one!","Counter({'annoyed': 2, 'enthusiastic': 1})",annoyed,0.5
3DFYDSXB374LM9DV6K2PLDP1OEYUJS,Normal People,Sally Rooney,Fiction,4.0,"In short, I find this book to be refreshingly real. Never have I read a young-adult romance book that feels so realistic to what happens in real life sometimes. It's not always boy meets girl and they live happily together with hardly any issues. This book has depth and complexity, which sometimes is lacking in romance books. The interactions and conversations that Rooney writes about feels so real and true. I loved how she touches on real issues that young adults experience as they enter a new era of life (college). While reading I kept wondering.. ""Will they even end up together?"" Both Connel and Marianne (the main characters) are exploring new intimate and sexual relationships outside of their own. This is a compelling modern love story, one that deserves all of the attention it gets.","Counter({'love': 2, 'content': 2, 'enthusiastic': 2})",love,0.2
31YWE12TFBGKJI6OAGOF2UJWR1FX7G,Bob's Saucer Repair,Jerry  Boyd,Science,2.0,"I wanted to like thisDecent plot, good dialog, amusing characters.But.The pace is all wrong. All talk and no descriptors (she said, he motioned, their eyebrows raised) makes for an uneven narrative. Pages of dialog with no descriptors only works for soliloquies. People don’t simply sit still when talking.Then there is the magic tech. Too handwavium and used too much. Sleep teaching is a time honored trope, but this novel overuses the concept.I personally got bounced out when the MC took possession of his new real estate property and discover a mysterious bunker. Basic realty concept is that the seller has to make the buyer aware of all structures on the property *and* any hidden defects they are aware of. Mysterious bunker with no available key should have been disclosed at least during signing. Especially if a bank is involved!!!The only thing missing was the retired Navy SEAL/Marine Scout Sniper/Sooper Green Beanie.The beginning of the book had potential, but it did not develop well and ultimately crashed.","Counter({'annoyed': 2, 'content': 2, 'disappointed': 1})",annoyed,0.25
3IH9TRB0GM39I12RME75YA5402BI14,Bob's Saucer Repair,Jerry  Boyd,Science,4.0,"Fun action packed story! It's told in the first person, mostly dialog! ","Counter({'bored': 2, 'content': 1})",bored,0.5
3XDJY5RK63PVJRUA3DFLFB0I6H8U41,King of Battle and Blood,Scarlett  St. Clair,Fantasy,4.0,If you love fantasy romance/ smut you need to read this asap,"Counter({'love': 3, 'enthusiastic': 1})",love,0.6666666666666666
372AGES0JF9U11Q3JUML7BAWSD9RX9,The Weekend Escape,Rakie Bennett,Thriller,4.0,"A group of former friends descend on an almost deserted island for a weekend of adventure and activities. Most had barely spoken since high school but all are, for different reasons, eager to escape their current lives and relive some of the fun times they used to share. Their very first event involves abseiling down the side of the lighthouse, one of the few man-made structures on the island, and very nearly ends in disaster for one of the group. Is someone sabotaging them? And, if so, just which of their many secrets does their persecutor want vengeance for?This was a solid thriller, featuring an isolated island setting and an untrustworthy friendship group who all had something to hide. Basically, my favourite set-up for a mystery! I loved how Bennett kept a stream of mysteries consistently being revealed, which ensured I had many theories present at any one time, and that my focus was often misdirected from what was really occurring.This was fun, fast-paced, and full of twists and turns that heightened my intrigue as I flew through the pages. I'd definitely read from this author again.I received a copy of this book in exchange for an honest review. Thank you to the author, Rake Bennett, and the publisher, One More Chapter, for this opportunity.","Counter({'content': 2, 'enthusiastic': 1, 'love': 1})",content,0.3333333333333333
3RKHNXPHH70GXTJDO521MSPE33YUKR,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction,4.0,"this was....something else. this will probably always remain one of the oddest books i’ve ever read. on the surface it is mostly ridiculous, the narrator deciding to just take a year in the hopes that it will transform her outlook on life. but underneath all that, it is kind of a tender and vulnerable look at a woman who is struggling to deal with her grief and depression and feels that drastic measures are the only way get through. my only complaint is that things dragged throughout the middle just a bit, which in itself almost lent to the overall lethargy of the story, but the conclusion of the year was rushed (and wrapped up a little too neatly?) and i would have preferred a bit more time to have been focused there.","Counter({'confused': 2, 'annoyed': 1, 'disappointed': 1})",confused,0.3333333333333333
3DGDV62G8ZD8O87RIDX3CQGLEMKP24,The Weekend Escape,Rakie Bennett,Thriller,3.0,"Rating 3This book was okay. I really wanted to use this book to escape for the weekend but I just struggled to get into it. While the synopsis sounded promising this book just felt dull to me. This type of story has been done so many times before and I was hoping for the author to put their own twist or uniqueness into it. Sadly, that didn’t happen. None of the characters were particularly likable and this added to the struggle. I found myself not caring who died or how they died. To be fair, I don’t think it helped that I read a great stranded whodunnit earlier this month. I found myself comparing the two books and that is never a good thing! Even though I didn’t enjoy it, I do recommend people give it a try for themselves.  *Received a copy of the book in exchange for an honest review. In no way does this affect my opinion.*","Counter({'annoyed': 2, 'enthusiastic': 2, 'confused': 1})",annoyed,0.25
3S8APUMBK8NQL8ITN3U91P5L6MAFBT,Bob's Saucer Repair,Jerry  Boyd,Science,5.0,"First contact.Light hearted, tongue in cheek, first contact story the story is told from mostly first person reports of two good old boys out of the military.","Counter({'confused': 2, 'bored': 1, 'content': 1})",confused,0.3333333333333333
3RWO3EJEMSD1ZNPVZ9XP776GMG6P1N,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction,5.0,I really really enjoyed this one. I feel like Ottessa Moshfegh let herself loose with a bizarre idea and it totally payed off. I'm still not sure if I liked the main character and I love that. Overall very much recommend!,"Counter({'content': 2, 'love': 2})",content,0.3333333333333333
311HQEI8S3K9OD63BYC0ZFZ7Z1DZ7F,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,5.0,"I have been hating this book for such a long time without reading it. Without any judgment, I loved what this book has to teach with such simplicity and sweetness!And made me laugh at a few times too!","Counter({'love': 2, 'annoyed': 1})",love,0.5
3PUOXASB6I7D2WUWQVAKDBQDUR1Z9R,Bob's Saucer Repair,Jerry  Boyd,Science,4.0,"Not Exactly What Was Expected A delightful word salad jumble of Sci-fi, pop culture and irreverent humor. While a bit confusing at times, this was still a light, fun read.","Counter({'content': 2, 'bored': 1, 'annoyed': 1})",content,0.3333333333333333
3UEDKCTPA6UEZI7HBX9QC0BUVS0K7E,The Weekend Escape,Rakie Bennett,Thriller,4.0,Six friends go on a weekend getaway on a secluded island however they are in for a surprise when they arrive and mysterious things begin happening to them.I really enjoyed this book! I was a bit skeptical because the reviews seemed to think that it was a pretty basic whodunnit novel but I don't usually read this particular trope so it was pretty exciting for me. The characters were all a little bit plain but I liked having all of the secrets come out and trying to figure out who was behind the events that were occurring. There isn't really much that I think I could critique on this one as it kept my interest the entire time and I didn't figure out the twist until it was happening which is a plus for me when I'm reading mysteries. 4/5 stars. Thank you to NetGalley and the author for this copy to review.,"Counter({'content': 2, 'bored': 1})",content,0.5
3JTPR5MT03GZCETYN4UTEGXY4M5K5Z,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction,1.0,"*i received an ARC of this novel through a Goodreads giveaway. which i suppose means final text is still subject to change but i wouldn't get my hopes up.what a dreadful waste of words. i guess i'm glad the middle of the novel so sedated me in its banality that the utterly cheap 9/11 conclusion was merely offensive rather than absolutely enraging.moshfegh is clearly a talented writer, and her entertaining wit sneaks through in moments throughout the novel. one only hopes that she will one day free her talents from the shackles of stereotypical MFA melodrama.","Counter({'enthusiastic': 2, 'disappointed': 1, 'annoyed': 1, 'content': 1})",enthusiastic,0.25
3WRAAIUSCU322K4MHJ0ZCLLMS9LXA7,Bob's Saucer Repair,Jerry  Boyd,Science,2.0,"The story had the feel of a 1960s pulp SciFi book, it was easy to read, although everything was a bit too easy for the main characters. There was a lot of banter, which was quite amusing to start with, but after a while it becomes a bit excessive, bordering on tedious.If possible I would have given 2.5 stars.","Counter({'bored': 2, 'content': 2, 'disappointed': 1})",bored,0.25
31J7RYEC0WUB82AX7H4IQQXWH661L2,Bob's Saucer Repair,Jerry  Boyd,Science,1.0,"I wanted to like this, but the writing style was just too vague for me to enjoy the story. It is a cute idea, I just really wish an editor had sat down and steered the author in a better direction stylistically. It was very, very dialogue heavy. Descriptions of any kind were thin on the ground, which meant I had no idea what any of the characters or their surroundings looked like. I also didn’t get a good feel for who the characters really were - generally I understand that all the mains are easy going with quick senses of humor, but that was applicable to them all without much differentiation. Only difference is one is an easy going former doctor, one is an easy going mechanic, and one is an easy going interstellar guide who apparently is female and thus immediately the love interest of Bob. Go figure. Several people were clearly unaffected by this and enjoyed the book thoroughly. I immerse myself in stories far too much to do so.","Counter({'disappointed': 2, 'enthusiastic': 1})",disappointed,0.5
3L1EFR8WX497XF3WPJGDAJAVIM7F9J,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,2.0,"I checked the dictionary definition of “self-absorbed” and, sure enough, there’s a picture of this book. This is of those few books that I bitterly resent having spent my money on.","Counter({'annoyed': 2, 'enthusiastic': 1, 'content': 1})",annoyed,0.3333333333333333
329E6HTMT76WYZ6U9L60ZJZEQQEK39,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,3.0,"this was beautiful and long journey between Italy , India , Indonesia i learned a lot of things in this book was amazing and a little boring for me i loved Italy part more than India and Indonesia but it's good book over all and happy to read it :two_hearts:'","Counter({'love': 2, 'disappointed': 1})",love,0.5
3ZQA3IO32MVJENDUK9KAI71QCBB1OJ,The Weekend Escape,Rakie Bennett,Thriller,4.0,"Six friends reunite on the deserted Shell Island for a fun weekend. But it is anything but fun for Lyndsey, Sonia, Bobbie, Amanda, Juliet and Val. First someone gets injured, then another friend goes missing. To top it off, a bad storm is brewing and their bunkhouse is in horrible condition. They can't even radio for help. One by one, things are discovered about each one of the friends and it seems that everyone has a secret to tell.This was a fantastic book by Rakie Bennett. The premise for this story caught my attention and I devoured it rather quickly. If you like an eerie setting, a fast paced story, and a brilliant ending…then check this one out! I look forward to reading the next book from this author.Many thanks to NetGalley and Harper Collins UK, One More Chapter for my ARC in exchange for my honest review.This review will be posted to my Instagram Blog (@coffee.break.book.reviews) in the near future. ","Counter({'enthusiastic': 2, 'bored': 1, 'content': 1})",enthusiastic,0.3333333333333333
3W3RSPVVH3VRHZ1V95E21S2TS33ULU,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction,5.0,"In the middle of my copy of My Year of Rest and Relaxation I found a receipt for a bar tab totaling $213.00. Understandable. But had the receipt been dated 6/26/20 instead of 6/26/19, I would have said it makes perfect sense. Although it wouldn’t have been a bar tab (the bars were closed, remember—let’s do our best to forget the horror of it) but rather a receipt from the corner liquor store. Had we but known—My Year of Rest and Relaxation might have become a sort of how-to guide to getting through the year 2020.Imagine Holden Caulfield pulling an Orlando and changing from male to female, and the resulting character might just be the main character in this book. The literary version of Charlize Theron in the movie Young Adult, or Harper in Angels in America, with some flashes of The Devil Wears Prada and Bridget Jones’s Diary and RHONY. As with Eugenides and the 1970s in The Virgin Suicides there is not a moment of doubt that this book is set firmly in the year 2000. I was 5 years old at the time so don’t laugh when I say it left me feeling nostalgic—I think all my childhood VHS tapes are still somewhere in my parents’ garage. This feels somehow wrong to write, but 9/11 made a very subtle and effective plot device.","Counter({'content': 2, 'disappointed': 1, 'bored': 1})",content,0.3333333333333333
3PKVGQTFJSOJ16GDOQ8NQPH5UJ3RYF,Bob's Saucer Repair,Jerry  Boyd,Science,5.0,"Quirky and fun. Good read, wish it was longer as I enjoyed the humor. Worth the read for the quips alone. On to book two now. ","Counter({'enthusiastic': 2, 'confused': 1, 'bored': 1})",enthusiastic,0.3333333333333333
3D1TUISJXT4PRYTPO2HP9CA1BZ9UIG,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Nonfiction,2.0,"I know I'm a minority here, but I'm disappointed by this book, i think the movie was way better. Julia Roberts has done an amazing job. the Book starts off with Elizabeth Gilbert telling us over and over about how painful her divorce was, and how she had everything a modern American woman was supposed to want--husband, country home, successful career, but instead of feeling happy and fulfilled, she felt consumed by panic and confusion. my first thoughts were,God you're such ungrateful,unappreciative, selfish wench, count your blessings woman !! it's easy to think about spirituality and the meaning of the world and how to find yourself and solve the puzzle of our own lives, when you have food in your belly and roof over your head. we take most of what we have for granted, So be thankful :) “I think I deserve something beautiful.” Oh give me a break !!! “Your complaints, your drama, your victim mentality, your whining, your blaming, and all of your excuses have NEVER gotten you even a single step closer to your goals or dreams. Let go of your nonsense. Let go of the delusion that you DESERVE better and go EARN it! Today is a new day!” ― Steve Maraboli","Counter({'disappointed': 2, 'content': 1})",disappointed,0.5
3P7RGTLO7PHWIK5FI0LAMRDKW06KA5,The Weekend Escape,Rakie Bennett,Thriller,3.0,"The Weekend Escape was painfully formulaic to start, but it did get more in its element when the characters were more explored and tensions began to rise. There is still a fun guessing game to be explored with the whodunit plot, which was what held my interest. ","Counter({'disappointed': 2, 'enthusiastic': 1, 'content': 1})",disappointed,0.3333333333333333
3FDWKV9VDY6BNHJG9HFH15HIS8TUMW,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction,5.0,Ottessa Moshfegh seems to be completely incapable of producing works that aren't masterpieces.,"Counter({'content': 2, 'confused': 1})",content,0.5
